date,type,category,amount
2024-10-11,debit,medical,242.39
2024-11-30,credit,salary,1550.77
2025-03-04,debit,shopping,4522.67
2024-08-17,credit,investments returns,2271.05
2024-09-21,credit,gambling,2975.46
2024-08-18,debit,shopping,3453.75
2024-07-27,credit,bank transfer,1284.14
2024-08-24,debit,gambling,1069.34
2025-04-28,debit,education,559.16
2025-01-03,debit,education,1140.23
2024-06-05,credit,gambling,155.37
2024-05-25,debit,personal,2116.74
2024-08-08,credit,salary,607.15
2024-07-02,debit,finance,4065.14
2025-02-18,debit,medical,31.53
2024-10-11,debit,medical,1930.44
2025-02-10,credit,gambling,3048.38
2024-06-29,debit,personal,4519.6
2025-03-29,debit,personal,2705.83
2024-12-03,credit,salary,1208.48
2025-01-16,credit,refunds,505.05
2024-06-24,credit,refunds,4072.6
2024-10-17,debit,education,1107.52
2024-09-06,debit,medical,2032.96
2024-09-28,debit,gambling,856.17
2024-08-09,debit,education,4626.22
2024-08-13,debit,medical,1369.25
2024-09-24,credit,investments returns,4427.16
2025-04-15,credit,government benefits,1206.21
2025-05-04,debit,education,2315.83
2025-03-28,debit,education,3436.0
2024-09-26,credit,salary,1625.27
2025-02-20,credit,refunds,1386.59
2025-01-02,debit,education,3299.36
2024-11-28,credit,refunds,4009.25
2024-07-12,credit,government benefits,4172.85
2024-07-26,debit,gambling,1615.15
2024-08-02,credit,refunds,2195.16
2025-04-12,credit,bank transfer,2069.49
2024-12-15,debit,medical,4139.17
2024-09-16,debit,shopping,3303.64
2025-02-22,credit,gambling,1001.38
2025-01-26,credit,refunds,1132.66
2024-11-16,debit,personal,3632.19
2024-08-10,debit,shopping,2125.44
2025-04-24,credit,salary,2350.45
2024-12-13,credit,government benefits,3478.87
2024-12-30,debit,medical,137.68
2025-04-04,debit,shopping,3662.97
2024-11-28,debit,shopping,4146.74
2024-06-23,credit,refunds,1247.92
2025-03-26,debit,personal,3998.09
2024-12-20,credit,refunds,4237.76
2024-12-20,debit,gambling,1415.9
2024-11-20,debit,gambling,4325.75
2024-08-07,credit,bank transfer,1735.96
2024-11-21,credit,bank transfer,3549.46
2024-09-19,credit,salary,3219.52
2024-08-28,credit,government benefits,4254.65
2024-09-02,debit,personal,4609.54
2024-12-21,credit,salary,4234.71
2025-04-28,credit,refunds,2360.33
2024-06-09,debit,gambling,2375.78
2025-01-03,credit,refunds,1963.16
2025-01-04,credit,refunds,4593.69
2024-07-16,credit,refunds,1952.84
2024-10-20,credit,refunds,4381.7
2025-01-11,credit,bank transfer,3121.35
2024-08-01,credit,government benefits,4966.93
2024-05-09,debit,education,4515.59
2025-02-19,credit,salary,3394.06
2025-01-05,credit,salary,3179.37
2024-10-27,credit,investments returns,4129.67
2024-09-02,debit,finance,3343.42
2024-12-17,debit,shopping,3610.59
2024-10-22,credit,refunds,161.06
2024-08-04,debit,personal,3119.73
2024-09-25,debit,education,1234.89
2024-05-11,credit,government benefits,1349.8
2025-03-27,debit,medical,594.59
2025-02-20,credit,salary,3595.24
2024-09-17,credit,government benefits,812.06
2025-04-03,credit,investments returns,3196.51
2024-10-10,credit,government benefits,476.2
2024-05-17,credit,gambling,1306.56
2025-02-06,credit,refunds,1368.81
2024-09-13,credit,bank transfer,290.71
2024-09-30,credit,government benefits,1858.25
2024-12-19,debit,medical,2875.33
2024-12-05,credit,bank transfer,399.26
2025-01-27,credit,investments returns,4024.73
2025-03-29,credit,refunds,3521.83
2024-11-06,credit,government benefits,3402.03
2024-07-17,credit,investments returns,4187.77
2025-03-27,credit,gambling,974.04
2024-12-16,credit,refunds,2270.74
2025-03-09,debit,medical,1810.14
2025-02-07,debit,shopping,1000.02
2024-10-11,debit,personal,4740.79
2024-09-16,debit,personal,906.5
2024-06-30,debit,gambling,3356.75
2025-03-25,debit,education,4323.03
2024-12-12,debit,gambling,2201.49
2025-01-04,credit,bank transfer,3633.8
2024-10-16,debit,shopping,1337.14
2024-11-17,credit,salary,2549.88
2024-10-09,credit,bank transfer,2782.42
2024-05-22,credit,salary,979.81
2025-01-07,debit,personal,2361.11
2025-04-13,credit,gambling,2860.33
2024-05-26,credit,gambling,3397.03
2025-04-15,debit,shopping,948.42
2024-10-16,debit,finance,1418.93
2024-08-28,credit,investments returns,847.98
2025-04-20,debit,shopping,370.22
2024-06-05,debit,medical,1859.59
2025-02-03,debit,shopping,1427.73
2024-11-26,credit,salary,1156.0
2024-09-22,debit,education,4019.32
2024-10-26,credit,government benefits,1297.13
2024-08-28,credit,government benefits,2626.13
2024-08-20,credit,investments returns,4109.11
2024-11-21,credit,government benefits,482.26
2024-10-21,debit,medical,1515.44
2024-12-05,debit,finance,3638.69
2024-10-11,debit,finance,953.53
2025-04-05,credit,refunds,3629.96
2025-01-13,credit,gambling,2245.7
2024-12-07,debit,finance,1765.95
2025-03-01,debit,personal,4620.03
2024-05-28,debit,medical,619.51
2025-02-09,credit,refunds,4681.2
2025-03-05,credit,gambling,3441.4
2024-10-11,credit,refunds,2619.4
2025-03-05,credit,bank transfer,1650.15
2024-09-28,credit,bank transfer,2675.6
2024-05-22,credit,refunds,79.67
2024-08-11,credit,gambling,4314.41
2025-02-25,credit,bank transfer,4948.12
2024-09-28,debit,personal,2179.28
2025-04-06,debit,medical,3635.52
2025-03-16,credit,gambling,373.07
2024-10-04,debit,personal,3341.57
2025-01-01,debit,gambling,1713.99
2024-08-24,debit,finance,4232.1
2025-03-28,credit,investments returns,1438.03
2025-01-11,credit,salary,1580.82
2024-09-19,credit,investments returns,2644.5
2024-08-18,debit,personal,4097.15
2024-06-24,debit,finance,2592.8
2024-07-02,credit,government benefits,2649.15
2025-03-05,debit,shopping,2042.89
2024-11-27,credit,refunds,4249.29
2024-05-30,debit,personal,3712.96
2024-09-10,debit,gambling,65.67
2025-04-26,credit,bank transfer,3123.6
2025-02-06,credit,government benefits,3041.05
2025-01-23,credit,bank transfer,4775.33
2025-04-24,credit,bank transfer,1619.68
2024-10-05,debit,shopping,4656.67
2024-05-26,credit,refunds,461.75
2025-02-23,debit,gambling,362.84
2024-12-22,credit,refunds,4617.14
2024-12-19,credit,gambling,637.75
2024-10-23,debit,gambling,4226.27
2024-08-18,credit,gambling,4147.93
2024-07-28,credit,bank transfer,2508.54
2024-09-17,debit,education,1319.45
2024-10-26,credit,investments returns,868.26
2024-10-23,credit,government benefits,1052.38
2024-11-10,debit,medical,4354.35
2024-06-02,credit,salary,392.69
2025-04-16,credit,government benefits,2225.57
2024-05-30,credit,refunds,4247.47
2024-07-24,credit,bank transfer,3401.55
2024-08-22,debit,medical,1861.9
2024-09-25,debit,shopping,4506.25
2024-07-14,debit,personal,1817.51
2024-06-01,credit,investments returns,3373.47
2024-05-17,debit,shopping,3056.89
2024-09-17,debit,shopping,2175.58
2025-01-06,debit,personal,195.8
2024-05-26,debit,education,742.53
2024-08-15,debit,education,1173.82
2025-01-07,debit,gambling,2303.68
2024-07-25,credit,bank transfer,3599.91
2024-12-04,debit,medical,1580.46
2024-05-28,debit,gambling,4443.56
2025-02-24,debit,personal,1523.24
2025-02-01,credit,government benefits,1114.56
2024-05-16,debit,finance,4851.39
2024-11-21,debit,medical,3939.78
2024-06-01,credit,refunds,1398.36
2024-05-09,credit,investments returns,2553.77
2024-07-15,credit,investments returns,2231.07
2025-03-24,credit,gambling,920.59
2025-04-14,credit,bank transfer,439.24
2024-07-13,debit,finance,4526.18
2024-09-24,credit,gambling,2192.24
2025-01-10,credit,investments returns,4474.78
2025-05-02,debit,shopping,2205.83
2024-09-27,debit,finance,3585.81
2025-04-08,debit,finance,4080.49
2025-03-23,credit,salary,2660.37
2024-10-24,credit,salary,2881.14
2025-04-15,credit,investments returns,98.45
2024-06-18,credit,refunds,183.22
2025-03-30,debit,education,1622.95
2024-09-17,credit,government benefits,2000.02
2024-07-09,debit,education,1770.49
2024-12-18,credit,government benefits,522.36
2024-06-28,credit,bank transfer,3738.99
2024-05-11,debit,finance,4736.84
2024-06-17,credit,salary,2121.59
2024-10-01,debit,finance,534.71
2024-08-13,credit,refunds,4634.36
2024-08-07,credit,gambling,1726.42
2024-09-03,debit,gambling,4149.87
2025-02-27,debit,personal,2550.65
2024-08-22,debit,gambling,201.97
2024-07-03,debit,gambling,1559.91
2024-09-10,debit,finance,4053.35
2024-10-11,debit,shopping,1078.77
2025-02-13,debit,shopping,4253.0
2024-05-12,credit,bank transfer,1512.83
2024-11-08,debit,education,4293.82
2025-02-28,debit,gambling,91.49
2025-04-12,credit,gambling,980.33
2024-07-14,credit,gambling,4677.44
2025-02-22,credit,refunds,1182.98
2025-02-19,debit,gambling,2469.92
2024-10-04,credit,government benefits,407.79
2024-10-29,debit,finance,1189.41
2025-03-30,credit,government benefits,192.95
2025-01-18,debit,shopping,1232.67
2024-11-23,debit,gambling,4719.01
2024-10-18,debit,shopping,4434.52
2024-10-04,credit,gambling,2083.49
2025-04-14,credit,salary,4125.03
2024-08-29,credit,government benefits,2775.38
2025-02-20,credit,refunds,1433.08
2024-08-11,debit,personal,2602.43
2024-07-19,debit,gambling,879.0
2024-11-01,debit,shopping,402.25
2024-05-18,credit,gambling,2588.22
2024-12-14,credit,salary,2474.65
2025-02-01,credit,refunds,119.89
2025-04-25,debit,education,3420.73
2025-02-19,credit,government benefits,2512.45
2024-11-05,credit,bank transfer,163.32
2024-05-24,credit,gambling,1505.96
2024-06-27,debit,personal,1511.82
2024-12-06,debit,education,4906.94
2024-09-25,debit,finance,3564.8
2024-09-28,credit,salary,1775.14
2025-03-16,credit,government benefits,4378.45
2024-05-19,debit,gambling,4856.15
2024-07-27,debit,education,889.69
2025-01-08,debit,gambling,4394.94
2024-08-16,debit,education,2670.23
2025-03-22,debit,finance,1161.6
2024-05-18,credit,government benefits,4922.89
2025-01-15,credit,investments returns,2025.68
2024-12-28,debit,finance,1669.5
2024-10-05,debit,gambling,735.27
2024-09-24,credit,investments returns,4307.3
2025-02-06,debit,gambling,4900.74
2024-06-18,credit,government benefits,558.06
2024-06-02,credit,refunds,944.89
2024-08-31,debit,medical,3929.63
2024-08-18,credit,government benefits,1498.04
2025-02-23,debit,gambling,1934.05
2024-10-05,debit,education,2918.72
2024-10-12,debit,gambling,56.97
2024-07-12,debit,personal,255.4
2024-08-15,credit,refunds,3798.67
2024-07-02,credit,government benefits,4258.69
2024-09-26,credit,gambling,3408.68
2024-11-06,debit,education,3333.39
2024-12-08,debit,education,2496.76
2024-10-01,debit,medical,1685.84
2024-05-21,credit,refunds,3683.81
2024-12-07,credit,bank transfer,3947.74
2025-01-16,debit,medical,2621.45
2024-06-08,debit,finance,3393.95
2025-03-27,debit,gambling,4157.13
2025-04-09,debit,education,1296.18
2025-02-16,debit,finance,4203.78
2024-09-25,debit,shopping,2742.56
2024-05-17,credit,salary,4720.41
2024-08-20,debit,finance,1421.43
2025-01-03,debit,shopping,4716.34
2024-07-10,debit,education,983.15
2025-03-14,credit,bank transfer,2126.41
2024-10-16,debit,personal,473.67
2024-09-30,debit,personal,249.56
2025-03-21,credit,refunds,4991.68
2024-10-04,debit,gambling,4333.16
2025-03-12,debit,personal,2029.35
2025-02-27,debit,medical,107.54
2025-01-03,credit,government benefits,596.14
2024-10-05,credit,salary,4622.21
2024-12-03,debit,gambling,2811.46
2024-12-25,credit,government benefits,1222.56
2025-04-20,credit,investments returns,2702.28
2024-08-18,credit,salary,474.87
2024-06-14,credit,gambling,2998.21
2024-06-05,debit,education,789.0
2024-05-09,credit,gambling,150.64
2024-09-26,credit,salary,2602.01
2024-09-09,credit,bank transfer,876.74
2025-02-21,credit,investments returns,37.64
2024-11-20,credit,refunds,58.02
2024-05-22,debit,medical,2444.94
2024-07-26,debit,gambling,4153.93
2024-08-19,credit,refunds,1292.44
2025-02-21,credit,bank transfer,679.35
2024-11-04,credit,investments returns,2760.1
2024-09-05,debit,personal,1567.8
2025-04-21,credit,gambling,3249.21
2025-03-20,credit,investments returns,1826.17
2024-12-08,credit,government benefits,458.36
2024-11-28,debit,gambling,4100.51
2025-03-30,debit,personal,1344.62
2024-09-23,credit,refunds,2016.96
2024-06-17,debit,personal,1437.78
2024-06-04,credit,salary,3290.08
2024-08-25,debit,shopping,4522.2
2024-06-12,credit,gambling,638.57
2024-11-21,credit,government benefits,4517.41
2024-10-24,debit,shopping,2571.14
2025-02-09,credit,refunds,2260.79
2025-01-08,debit,medical,3081.13
2024-08-23,debit,gambling,2824.3
2024-10-19,debit,gambling,2096.0
2025-03-25,credit,government benefits,1167.21
2024-11-22,credit,government benefits,4269.01
2024-09-02,debit,personal,1927.28
2025-01-12,credit,salary,1671.4
2024-12-29,credit,gambling,4430.48
2025-04-17,credit,government benefits,85.51
2025-05-06,debit,medical,4550.35
2025-01-27,debit,education,4945.67
2025-03-06,debit,shopping,4841.29
2024-12-18,debit,shopping,4960.28
2025-05-04,credit,refunds,23.4
2025-05-04,credit,investments returns,2457.14
2024-05-20,debit,medical,454.07
2024-08-10,credit,salary,1051.28
2024-09-07,debit,finance,3453.45
2025-04-18,debit,medical,4920.52
2024-08-17,debit,finance,2886.66
2025-02-02,credit,government benefits,272.81
2024-05-18,debit,medical,3323.51
2024-11-30,debit,medical,2815.51
2025-03-22,debit,education,3160.54
2024-07-01,credit,bank transfer,191.96
2024-07-21,credit,bank transfer,4388.21
2024-10-04,debit,personal,3388.73
2024-12-17,debit,finance,195.8
2024-05-31,debit,shopping,4399.53
2025-02-05,debit,shopping,1929.13
2024-06-20,credit,refunds,233.97
2024-05-16,debit,gambling,2071.59
2024-10-18,credit,investments returns,19.85
2025-02-02,credit,gambling,2901.2
2024-11-25,credit,government benefits,1443.54
2025-01-03,credit,gambling,379.54
2024-05-27,debit,shopping,955.72
2024-06-23,debit,personal,4943.82
2025-04-05,debit,personal,2495.18
2024-10-05,debit,education,2663.74
2025-04-22,debit,shopping,1048.14
2025-02-16,debit,gambling,59.72
2024-10-08,credit,salary,3008.44
2024-08-01,debit,personal,4315.64
2024-08-08,credit,gambling,2077.56
2025-02-20,debit,medical,4640.76
2024-06-28,debit,shopping,3729.55
2025-01-14,debit,finance,4600.22
2025-03-29,credit,government benefits,1368.42
2025-01-08,credit,salary,522.14
2025-03-30,debit,education,3112.84
2025-01-20,debit,medical,4188.78
2025-04-10,debit,education,869.12
2025-01-25,debit,medical,979.0
2024-06-09,debit,medical,4917.57
2024-11-21,debit,medical,441.33
2024-08-10,credit,salary,651.12
2024-06-04,debit,shopping,1824.76
2024-07-11,debit,medical,1759.12
2024-08-11,debit,personal,1739.33
2025-03-10,debit,medical,941.16
2024-11-30,credit,investments returns,1237.73
2024-06-08,debit,gambling,1269.74
2024-11-07,debit,medical,3770.56
2024-06-25,debit,education,2029.95
2025-03-26,debit,personal,790.79
2024-12-21,credit,bank transfer,416.51
2024-11-08,credit,government benefits,2314.3
2024-08-26,credit,gambling,1041.75
2024-09-08,credit,gambling,2019.75
2025-01-22,credit,government benefits,736.63
2024-05-31,debit,gambling,4216.67
2025-01-20,debit,medical,3187.12
2025-01-09,debit,education,1372.85
2024-11-10,credit,salary,3180.96
2024-08-23,credit,gambling,2368.16
2024-12-03,debit,medical,1779.57
2024-10-22,debit,shopping,1816.31
2024-10-23,credit,gambling,1559.92
2024-12-19,credit,refunds,1564.1
2024-10-30,debit,shopping,4142.2
2025-01-04,credit,gambling,2908.85
2025-01-01,credit,gambling,1528.27
2024-05-07,credit,refunds,4835.02
2024-09-16,debit,finance,4577.78
2024-12-23,credit,investments returns,2131.06
2024-09-14,credit,refunds,4535.36
2025-04-01,debit,gambling,3513.0
2024-07-28,credit,bank transfer,1654.9
2024-06-01,credit,salary,151.05
2025-04-24,credit,gambling,3109.95
2024-06-30,credit,salary,2716.92
2025-02-28,debit,shopping,796.21
2025-02-25,credit,refunds,1548.41
2024-06-05,credit,salary,1546.7
2025-01-06,debit,finance,3961.64
2024-08-09,debit,gambling,3360.0
2024-09-14,credit,refunds,3206.59
2024-07-27,debit,shopping,4764.7
2024-06-20,debit,finance,2338.5
2024-11-18,debit,gambling,4503.89
2024-05-28,debit,medical,1159.78
2024-09-25,credit,bank transfer,2707.3
2024-07-14,credit,government benefits,3856.35
2025-02-28,credit,investments returns,3308.47
2024-09-26,credit,salary,3659.02
2025-04-21,debit,medical,2059.59
2025-02-19,debit,finance,754.31
2025-01-29,debit,gambling,75.37
2024-10-14,credit,investments returns,3278.31
2024-09-03,debit,shopping,429.3
2024-11-04,credit,gambling,4563.3
2024-10-09,debit,medical,2975.19
2025-04-17,credit,investments returns,3527.13
2024-11-30,credit,investments returns,526.74
2024-05-22,debit,finance,1987.76
2024-07-14,credit,investments returns,2321.74
2024-08-30,credit,salary,4447.51
2025-04-21,debit,shopping,4409.46
2024-07-07,debit,shopping,2692.04
2024-08-08,debit,personal,967.39
2024-07-28,credit,gambling,167.72
2025-03-03,debit,finance,1341.71
2025-01-25,debit,education,2768.49
2024-10-24,debit,gambling,1219.64
2024-09-01,credit,bank transfer,3578.02
2024-11-14,debit,finance,3920.91
2025-02-15,debit,personal,4175.15
2024-07-27,credit,investments returns,1774.67
2024-07-18,debit,medical,4882.47
2025-04-04,debit,personal,4752.22
2024-05-28,debit,medical,1489.62
2024-10-19,credit,salary,952.53
2024-08-29,debit,finance,1249.12
2024-07-03,credit,bank transfer,562.6
2024-07-13,credit,investments returns,1775.93
2024-06-18,debit,gambling,2468.45
2025-02-21,credit,bank transfer,1206.29
2025-01-19,debit,shopping,3514.12
2025-04-24,credit,refunds,4613.99
2024-05-26,debit,shopping,893.28
2024-05-11,credit,refunds,1830.87
2024-07-05,credit,refunds,1248.76
2025-01-16,credit,bank transfer,626.01
2024-07-08,debit,education,4327.04
2025-01-21,credit,salary,4673.24
2024-10-30,debit,medical,2010.81
2024-07-28,credit,investments returns,4436.03
2025-02-16,debit,education,1507.7
2024-09-29,credit,investments returns,519.63
2025-04-22,debit,personal,2711.5
2025-01-24,credit,gambling,2426.28
2024-12-04,debit,medical,4326.92
2025-01-06,credit,salary,3579.15
2025-04-20,credit,gambling,4958.54
2024-11-23,debit,shopping,4743.21
2024-06-09,debit,medical,1073.1
2025-03-20,debit,gambling,4718.22
2024-07-17,debit,personal,44.85
2024-10-04,debit,education,4135.04
2025-04-26,debit,medical,2633.49
2024-09-13,credit,investments returns,3191.91
2024-06-30,credit,salary,3234.33
2024-11-17,credit,investments returns,2844.86
2025-01-22,credit,gambling,1207.32
2024-10-04,credit,investments returns,4060.51
2024-05-24,credit,investments returns,450.38
2024-05-28,credit,refunds,2903.05
2024-10-19,debit,medical,1555.35
2025-01-30,credit,gambling,1710.08
2024-08-20,debit,gambling,4345.9
2025-03-16,credit,bank transfer,4783.43
2024-07-11,credit,bank transfer,2024.53
2025-02-21,debit,shopping,618.53
2024-08-16,credit,government benefits,2635.98
2024-05-29,credit,salary,3152.4
2024-10-11,credit,refunds,35.32
2025-02-07,debit,shopping,846.63
2024-07-14,debit,gambling,1342.93
2024-07-05,credit,gambling,4476.45
2024-09-06,credit,salary,2903.51
2024-07-15,debit,gambling,372.33
2024-09-23,credit,gambling,1871.21
2024-07-06,credit,bank transfer,2339.05
2024-05-20,debit,personal,1523.07
2025-03-19,debit,finance,3405.45
2024-06-12,debit,education,291.12
2024-06-18,credit,gambling,3140.08
2024-09-04,debit,shopping,2744.09
2025-05-06,debit,medical,286.16
2025-01-20,credit,gambling,3736.59
2025-04-20,credit,investments returns,126.98
2024-06-25,credit,salary,3755.89
2024-09-27,credit,investments returns,1510.01
2025-03-25,credit,bank transfer,4862.98
2024-11-08,credit,government benefits,4613.95
2025-03-19,credit,bank transfer,3103.58
2024-11-19,debit,medical,865.18
2025-05-04,credit,government benefits,101.52
2024-08-11,debit,finance,3044.91
2024-08-30,debit,gambling,4605.59
2024-08-08,credit,bank transfer,4849.09
2024-05-18,debit,medical,2200.16
2024-07-25,debit,personal,3746.66
2024-11-21,debit,gambling,4835.96
2025-03-24,debit,gambling,58.21
2025-04-02,debit,personal,4964.74
2025-04-22,credit,refunds,1807.29
2025-01-12,debit,shopping,185.23
2025-01-11,debit,personal,454.3
2025-04-06,credit,bank transfer,436.07
2025-03-19,credit,salary,928.9
2024-05-17,credit,investments returns,1449.42
2025-01-03,debit,education,897.32
2024-12-14,debit,medical,1752.25
2024-07-11,debit,education,4678.49
2024-05-24,debit,shopping,1634.28
2024-06-14,credit,refunds,1288.71
2024-06-28,debit,personal,2138.66
2024-10-09,credit,salary,2383.68
2024-06-14,debit,gambling,1605.92
2024-10-13,debit,shopping,97.42
2024-09-21,debit,medical,707.64
2025-02-05,credit,government benefits,3957.29
2025-01-14,debit,personal,4496.58
2024-09-05,debit,gambling,236.58
2025-02-24,credit,bank transfer,220.55
2025-02-04,debit,gambling,4326.68
2024-07-29,debit,finance,4958.75
2024-08-01,credit,refunds,3331.46
2024-12-12,debit,shopping,141.61
2024-06-25,debit,gambling,1204.63
2025-04-20,debit,medical,1966.72
2024-10-22,credit,government benefits,723.98
2024-11-17,debit,finance,4041.78
2025-04-22,debit,shopping,1153.72
2025-04-18,debit,shopping,1892.26
2024-10-11,credit,government benefits,584.25
2024-05-19,debit,finance,1156.34
2025-04-03,credit,refunds,1365.08
2024-12-08,debit,gambling,773.64
2025-05-05,debit,gambling,4727.16
2025-04-14,debit,medical,3252.12
2025-03-20,debit,education,229.25
2025-01-12,debit,shopping,2111.0
2024-06-08,credit,government benefits,808.57
2025-02-12,debit,medical,4161.84
2025-04-08,credit,government benefits,4180.75
2024-12-28,credit,salary,2060.98
2024-11-14,credit,salary,716.55
2024-11-28,credit,government benefits,1498.97
2024-06-12,credit,government benefits,1363.84
2024-06-29,debit,education,3874.67
2024-08-22,debit,shopping,739.21
2025-03-13,credit,gambling,1270.53
2024-11-07,credit,refunds,4852.68
2024-08-09,debit,gambling,2198.66
2024-07-13,credit,salary,2618.59
2025-02-08,debit,finance,3808.48
2024-08-01,debit,finance,1183.73
2024-12-25,debit,finance,3958.57
2025-01-10,debit,finance,2131.29
2024-06-12,credit,bank transfer,4368.11
2024-12-15,credit,government benefits,91.64
2024-07-19,debit,education,818.44
2024-11-21,credit,salary,2090.77
2024-06-24,credit,bank transfer,4788.36
2024-11-24,credit,refunds,1802.83
2024-11-11,credit,refunds,642.03
2025-03-19,debit,personal,1269.36
2024-06-01,debit,finance,683.42
2024-07-01,debit,medical,2876.59
2024-07-17,credit,gambling,3411.52
2025-04-21,credit,salary,4791.46
2024-11-23,credit,salary,2895.75
2024-07-08,credit,refunds,1111.08
2025-03-28,credit,government benefits,3676.49
2024-09-08,debit,shopping,2661.17
2024-09-13,debit,education,3950.35
2024-08-29,debit,personal,600.88
2024-10-05,debit,shopping,1568.3
2024-11-24,credit,gambling,1977.08
2024-08-06,debit,education,4258.03
2025-02-11,debit,finance,3855.89
2025-04-02,debit,shopping,1739.54
2024-12-03,debit,finance,4492.69
2025-03-11,credit,refunds,2476.19
2024-07-10,debit,personal,1299.1
2024-07-25,credit,government benefits,914.04
2025-03-17,credit,refunds,4881.54
2024-10-10,debit,education,3430.95
2025-03-18,credit,gambling,4778.49
2025-04-03,debit,gambling,1505.46
2025-04-22,credit,gambling,4072.72
2024-12-31,credit,bank transfer,3861.13
2025-01-24,debit,personal,821.73
2025-02-26,debit,education,2707.75
2024-06-21,credit,government benefits,4650.49
2024-10-31,debit,finance,4166.57
2024-11-07,credit,refunds,3520.38
2024-07-18,debit,education,4824.2
2024-07-19,debit,personal,4566.09
2024-09-19,credit,government benefits,977.16
2024-08-16,debit,education,3094.61
2024-07-13,credit,gambling,3316.11
2024-12-26,debit,shopping,966.59
2024-07-20,debit,shopping,1373.51
2024-05-11,debit,medical,2570.73
2025-04-20,credit,refunds,4285.09
2024-07-04,credit,investments returns,2454.23
2024-12-29,credit,gambling,2224.37
2025-04-30,credit,refunds,4410.15
2024-12-15,credit,gambling,129.24
2025-03-27,debit,personal,3646.21
2024-08-24,debit,personal,460.68
2025-05-05,debit,education,385.49
2024-07-14,debit,personal,2367.26
2024-10-31,credit,investments returns,4618.82
2025-01-30,credit,bank transfer,4171.21
2024-10-28,debit,gambling,812.84
2024-11-13,credit,gambling,1262.56
2024-11-02,debit,personal,194.9
2024-08-26,debit,finance,615.65
2025-02-20,debit,medical,2877.66
2024-12-03,debit,shopping,2145.5
2024-11-15,credit,gambling,251.33
2025-03-27,debit,finance,4604.34
2025-04-09,debit,finance,2775.7
2025-04-12,debit,education,294.25
2024-10-12,credit,bank transfer,3989.85
2024-11-13,credit,investments returns,2112.02
2024-07-26,debit,personal,3940.19
2024-12-06,debit,personal,2160.71
2024-05-22,credit,gambling,4158.6
2024-12-22,credit,bank transfer,2167.02
2024-06-25,debit,education,461.05
2024-12-22,credit,investments returns,2982.21
2024-10-21,credit,refunds,4725.53
2025-03-30,credit,refunds,4060.61
2025-01-12,credit,gambling,3031.34
2024-06-04,credit,investments returns,2493.74
2024-12-29,credit,government benefits,4711.22
2025-05-06,credit,investments returns,803.16
2025-04-25,credit,salary,2566.21
2024-06-17,credit,salary,2849.77
2024-06-15,debit,finance,2543.83
2025-01-26,credit,investments returns,4029.33
2024-07-07,debit,finance,2020.33
2025-05-07,debit,finance,4871.21
2024-09-21,debit,personal,474.35
2025-02-12,credit,government benefits,3948.61
2024-11-22,credit,refunds,2578.02
2025-03-07,credit,gambling,2933.43
2024-05-16,credit,bank transfer,850.71
2025-04-08,credit,government benefits,1795.13
2024-07-13,debit,gambling,3851.44
2025-04-18,credit,bank transfer,3639.64
2024-05-11,credit,bank transfer,57.71
2024-11-11,credit,bank transfer,1360.49
2024-07-24,credit,refunds,1730.72
2024-08-15,credit,gambling,1068.72
2025-01-08,debit,gambling,1700.66
2024-10-18,credit,salary,2275.05
2024-10-23,debit,personal,3066.21
2024-08-27,debit,shopping,1970.29
2025-04-23,credit,gambling,73.81
2025-01-08,credit,salary,4630.29
2024-12-15,credit,salary,1521.13
2025-03-22,debit,finance,2345.72
2024-08-08,debit,gambling,4395.18
2024-07-21,credit,refunds,727.0
2025-01-28,credit,refunds,1282.59
2024-09-29,debit,medical,2372.37
2024-09-15,debit,education,3916.38
2025-01-14,debit,finance,72.9
2024-05-07,debit,finance,796.84
2025-03-16,debit,medical,4339.09
2024-09-22,debit,gambling,323.84
2025-05-04,credit,gambling,2673.18
2025-01-08,debit,gambling,4255.29
2025-02-25,debit,finance,4483.53
2025-03-28,credit,gambling,209.46
2025-01-16,debit,medical,2409.52
2024-08-19,debit,shopping,983.3
2024-07-10,debit,shopping,4161.55
2025-02-12,debit,shopping,3451.3
2024-11-16,credit,government benefits,4251.46
2024-06-02,debit,personal,3147.09
2024-07-22,credit,government benefits,1211.1
2024-07-05,debit,personal,1375.93
2024-11-04,credit,investments returns,646.25
2024-12-20,debit,gambling,3036.51
2024-05-22,debit,shopping,3650.13
2025-02-06,credit,government benefits,3704.11
2025-04-29,debit,gambling,3137.81
2025-03-19,credit,gambling,4116.05
2025-04-04,debit,gambling,1521.8
2024-09-25,credit,investments returns,109.43
2024-05-12,credit,refunds,3739.54
2024-06-05,credit,government benefits,3240.86
2024-10-26,credit,refunds,2008.39
2024-09-03,debit,gambling,4774.74
2025-02-07,debit,gambling,2625.35
2024-07-02,credit,bank transfer,1966.65
2024-12-20,debit,gambling,3808.0
2024-12-21,credit,refunds,2089.27
2025-02-14,credit,refunds,557.71
2024-09-06,debit,gambling,3053.41
2025-04-02,credit,gambling,2485.43
2025-01-15,credit,refunds,2279.46
2024-06-08,credit,government benefits,4165.82
2024-07-28,credit,bank transfer,2568.16
2025-04-19,debit,medical,3493.29
2024-08-12,credit,bank transfer,4692.71
2024-06-10,debit,finance,4417.3
2024-05-24,credit,government benefits,1632.08
2024-08-12,credit,investments returns,2360.69
2024-07-24,credit,gambling,3259.91
2024-12-15,debit,shopping,2710.39
